date,overall_sentiment_score,ticker_sentiment_score,ticker,open,high,low,close,adjusted_close,volume,dividend_amount,split_coefficient,price_movement
2022-10-21,0.10131120930232558,0.06935193023255815,AAPL,142.87,147.8479,142.649,147.27,145.660132146002,86548609,0.0,1.0,1
2022-10-24,0.09552904,0.11772874,AAPL,147.185,150.23,146.0,149.45,147.816301685476,75981918,0.0,1.0,1
2022-10-25,0.121623,0.14594879166666666,AAPL,150.09,152.49,149.36,152.34,150.674709928173,74732290,0.0,1.0,0
2022-10-26,0.0884377380952381,0.10122469047619048,AAPL,150.96,151.99,148.04,149.35,147.717394825867,88436172,0.0,1.0,0
2022-10-27,0.059238226415094346,0.030034622641509433,AAPL,148.07,149.046,144.13,144.8,143.217132713663,109180150,0.0,1.0,1
2022-10-28,0.08796844927536232,0.1410564927536232,AAPL,148.2,157.5,147.82,155.74,154.037543154875,164762371,0.0,1.0,0
2022-10-31,0.11609284745762712,0.08504093220338983,AAPL,153.155,154.24,151.92,153.34,151.663778524261,97943171,0.0,1.0,0
2022-11-01,0.03836073076923077,-0.0004731153846153806,AAPL,155.08,155.45,149.13,150.65,149.003184000782,80379345,0.0,1.0,0
2022-11-02,0.04718446666666667,0.07876643333333333,AAPL,148.945,152.17,145.0,145.03,143.444618490763,93604623,0.0,1.0,0
2022-11-03,0.059146617647058815,0.09095411764705882,AAPL,142.06,142.8,138.75,138.88,137.361846624817,97918516,0.0,1.0,0
2022-11-04,0.07867788888888888,0.032877833333333335,AAPL,142.09,142.67,134.38,138.38,137.094798103873,140814796,0.23,1.0,1
2022-11-07,0.03352873584905661,0.011733867924528303,AAPL,137.11,139.145,135.671,138.92,137.629782863058,83374628,0.0,1.0,1
2022-11-08,0.0878307037037037,0.02173751851851852,AAPL,140.41,141.43,137.49,139.5,138.204396122924,89908477,0.0,1.0,0
2022-11-09,0.07027383720930232,0.035015581395348834,AAPL,138.5,138.55,134.5933,134.87,133.617397169167,74917794,0.0,1.0,1
2022-11-10,0.05799270212765958,0.048935638297872334,AAPL,141.24,146.87,139.5,146.87,145.50594737329,118854028,0.0,1.0,1
2022-11-11,0.07638178947368421,0.0908097105263158,AAPL,145.82,150.01,144.37,149.7,148.309663796429,93979665,0.0,1.0,0
2022-11-14,0.07766367567567567,0.07369483783783784,AAPL,148.97,150.28,147.43,148.28,146.902852022274,73374114,0.0,1.0,1
2022-11-15,0.11683923076923076,0.07223288461538462,AAPL,152.215,153.59,148.5613,150.04,148.646506052212,89868332,0.0,1.0,0
2022-11-16,0.1313903947368421,0.11889902631578948,AAPL,149.13,149.87,147.29,148.79,147.408115405949,64218266,0.0,1.0,1
2022-11-17,0.10712206896551724,0.08117962068965517,AAPL,146.43,151.48,146.15,150.72,149.320190563779,80389400,0.0,1.0,1
2022-11-18,0.14370216000000002,0.08101676,AAPL,152.305,152.7,149.97,151.29,149.884896698475,74829573,0.0,1.0,0
2022-11-21,0.0929426,0.12169811428571428,AAPL,150.16,150.37,147.715,148.01,146.635359642681,58724070,0.0,1.0,1
2022-11-22,0.15977996428571428,0.16659182142857146,AAPL,148.13,150.42,146.925,150.18,148.785205804593,51804132,0.0,1.0,1
2022-11-23,0.06503263636363636,0.07195842424242424,AAPL,149.45,151.83,149.34,151.07,149.666939944733,58301395,0.0,1.0,0
2022-11-25,0.0689049393939394,0.04874621212121212,AAPL,148.305,148.88,147.12,148.11,146.734430894382,35195860,0.0,1.0,0
2022-11-28,0.008817075757575756,-0.0037030000000000014,AAPL,145.14,146.64,143.38,144.22,142.880559203213,69346522,0.0,1.0,0
2022-11-29,0.05890732608695652,0.04922452173913043,AAPL,144.29,144.81,140.355,141.17,139.858886026331,83763803,0.0,1.0,1
2022-11-30,0.07449925,0.05095168181818182,AAPL,141.395,148.72,140.55,148.03,146.655173893021,111380880,0.0,1.0,1
2022-12-01,0.036453295454545454,-0.0013114318181818177,AAPL,148.21,149.13,146.61,148.31,146.932573397784,71250416,0.0,1.0,0
2022-12-02,0.1283051515151515,0.12259263636363635,AAPL,145.96,148.0,145.65,147.81,146.437217139279,65447446,0.0,1.0,0
2022-12-05,0.09598508333333333,0.06260361111111111,AAPL,147.77,150.9199,145.77,146.63,145.268176369207,68826442,0.0,1.0,0
2022-12-06,0.07736110416666667,0.03239914583333333,AAPL,147.075,147.3,141.92,142.91,141.582725805929,64727186,0.0,1.0,0
2022-12-07,0.07035593333333333,0.04417655555555556,AAPL,142.19,143.37,140.0,140.94,139.631022147419,69721094,0.0,1.0,1
2022-12-08,0.070024775,0.038301425,AAPL,142.36,143.52,141.1,142.65,141.325140551507,62128338,0.0,1.0,0
2022-12-09,0.1164016818181818,0.08431754545454545,AAPL,142.34,145.57,140.9,142.16,140.839691418172,76097011,0.0,1.0,1
2022-12-12,0.11504564,0.11268604,AAPL,142.7,144.5,141.06,144.49,143.148051582805,70462654,0.0,1.0,1
2022-12-13,0.12720368965517242,0.06840572413793104,AAPL,149.5,149.9692,144.24,145.47,144.118949849475,93886161,0.0,1.0,0
2022-12-14,0.12145,0.17758728571428573,AAPL,145.35,146.655,141.16,143.21,141.879939561032,82291182,0.0,1.0,0
2022-12-15,0.08100146153846154,0.07325973076923077,AAPL,141.11,141.8,136.025,136.5,135.232258571894,98931907,0.0,1.0,0
2022-12-16,0.06366147999999999,-0.006813480000000003,AAPL,136.685,137.65,133.73,134.51,133.260740663043,160156900,0.0,1.0,0
2022-12-19,0.06037577777777777,0.002402962962962964,AAPL,135.11,135.2,131.32,132.37,131.140615876642,79592614,0.0,1.0,0
2022-12-20,0.06650764285714286,0.015341035714285717,AAPL,131.39,133.25,129.89,132.3,131.071266000451,77432819,0.0,1.0,1
2022-12-21,0.14555510344827585,0.15227293103448275,AAPL,132.98,136.81,132.75,135.45,134.192010429033,85927993,0.0,1.0,0
2022-12-22,0.08305530769230769,0.03812476923076923,AAPL,134.352,134.56,130.3,132.23,131.00191612426,77852108,0.0,1.0,0
2022-12-23,0.1089899090909091,0.1305494090909091,AAPL,130.92,132.415,129.64,131.86,130.635352492966,63814893,0.0,1.0,0
2022-12-27,0.10971386486486487,0.09487537837837838,AAPL,131.38,131.41,128.72,130.03,128.822348586838,69007830,0.0,1.0,0
2022-12-28,0.07161889795918368,0.021391571428571426,AAPL,129.67,131.0275,125.87,126.04,124.869405643967,85438391,0.0,1.0,1
2022-12-29,0.046774756756756755,0.04923275675675676,AAPL,127.99,130.4814,127.73,129.61,128.406249329693,75703710,0.0,1.0,1
2022-12-30,0.10042277419354839,0.10204112903225807,AAPL,128.41,129.95,127.43,129.93,128.723277335137,77034209,0.0,1.0,0
2023-01-03,0.0854155625,0.023432375000000002,AAPL,130.28,130.9,124.17,125.07,123.908414502467,112117471,0.0,1.0,1
2023-01-04,0.0377286,0.012010490909090904,AAPL,126.89,128.6557,125.08,126.36,125.18643364941,89113633,0.0,1.0,0
2023-01-05,0.05661903125,0.011329375,AAPL,127.13,127.77,124.76,125.02,123.858878876617,80962708,0.0,1.0,1
2023-01-06,0.13683475,0.11367919444444444,AAPL,126.01,130.29,124.89,129.62,128.416156454864,87754715,0.0,1.0,1
2023-01-09,0.12070837142857142,0.06923648571428571,AAPL,130.465,133.41,129.89,130.15,128.941234088879,70790813,0.0,1.0,1
2023-01-10,0.1171106976744186,0.08905632558139535,AAPL,130.26,131.2636,128.12,130.73,129.515847348745,63896155,0.0,1.0,1
2023-01-11,0.0933910652173913,0.027186304347826085,AAPL,131.25,133.51,130.46,133.49,132.250213895693,69458949,0.0,1.0,0
2023-01-12,0.09245996774193548,0.1248456129032258,AAPL,133.88,134.26,131.44,133.41,132.170956894332,71379648,0.0,1.0,1
2023-01-13,0.14056209375,0.10364921875,AAPL,132.03,134.92,131.66,134.76,133.508418792296,57809719,0.0,1.0,1
2023-01-17,0.16243953125,0.15731965625,AAPL,134.83,137.29,134.13,135.94,134.677459562368,63646627,0.0,1.0,0
2023-01-18,0.12435608888888888,0.14390275555555554,AAPL,136.815,138.61,135.03,135.21,133.954239424951,69672800,0.0,1.0,1
2023-01-19,0.12726796153846154,0.11824657692307693,AAPL,134.08,136.25,133.77,135.27,134.013682175971,58280413,0.0,1.0,1
2023-01-20,0.1496748181818182,0.0974520303030303,AAPL,135.28,138.02,134.22,137.87,136.589534720198,80223626,0.0,1.0,1
2023-01-23,0.13209614893617022,0.09243025531914895,AAPL,138.12,143.315,137.9,141.11,139.799443275311,81760313,0.0,1.0,1
2023-01-24,0.13067823255813954,0.1317392558139535,AAPL,140.305,143.16,140.3,142.53,141.206255049465,66435142,0.0,1.0,0
2023-01-25,0.15855595238095238,0.13373219047619048,AAPL,140.89,142.43,138.81,141.86,140.542477663068,65799349,0.0,1.0,1
2023-01-26,0.16861914814814813,0.10134837037037038,AAPL,143.17,144.25,141.9,143.96,142.62297394879,54105068,0.0,1.0,1
2023-01-27,0.11437971428571428,0.07436232142857144,AAPL,143.155,147.23,143.08,145.93,144.5746776073,70555843,0.0,1.0,0
2023-01-30,0.07290782222222222,0.06617268888888889,AAPL,144.955,145.55,142.85,143.0,141.67188993246,64015274,0.0,1.0,1
2023-01-31,0.10012807500000001,0.058326899999999994,AAPL,142.7,144.34,142.28,144.29,142.949909079403,65874459,0.0,1.0,1
2023-02-01,0.11822271428571428,0.060595333333333334,AAPL,143.97,146.61,141.32,145.43,144.079321348795,77663633,0.0,1.0,1
2023-02-02,0.06014108510638298,0.06400776595744681,AAPL,148.9,151.18,148.17,150.82,149.41926181548,118338980,0.0,1.0,1
2023-02-03,0.08143519047619047,0.0479001746031746,AAPL,148.03,157.38,147.83,154.5,153.065083878078,154357337,0.0,1.0,0
2023-02-06,0.1328029393939394,0.07430312121212121,AAPL,152.575,153.1,150.78,151.73,150.320810205959,69858306,0.0,1.0,1
2023-02-07,0.09892360975609757,0.03539363414634146,AAPL,150.64,155.23,150.64,154.65,153.213690755629,83322551,0.0,1.0,0
2023-02-08,0.13601968749999999,0.10592971875,AAPL,153.88,154.58,151.168,151.92,150.509045584191,64120079,0.0,1.0,0
2023-02-09,0.1284716111111111,0.040537333333333335,AAPL,153.775,154.33,150.42,150.87,149.468797441331,56007143,0.0,1.0,1
2023-02-10,0.1509678,0.10165326666666667,AAPL,149.46,151.3401,149.22,151.01,149.835361072624,57450708,0.23,1.0,1
2023-02-13,0.17781070833333334,0.1778245833333333,AAPL,150.952,154.26,150.92,153.85,152.653269988896,62199013,0.0,1.0,0
2023-02-14,0.11479473333333333,0.08861506666666667,AAPL,152.12,153.77,150.86,153.2,152.008326046792,61707573,0.0,1.0,1
2023-02-15,0.1430384090909091,0.18167468181818183,AAPL,153.11,155.5,152.88,155.33,154.121757733996,65669252,0.0,1.0,0
2023-02-16,0.10522256,0.07364988,AAPL,153.51,156.33,153.3475,153.71,152.514358985982,68167942,0.0,1.0,0
2023-02-17,0.1502296875,0.13186225000000001,AAPL,152.35,153.0,150.85,152.55,151.363382104687,59144118,0.0,1.0,0
2023-02-21,0.14678094736842107,0.057308842105263165,AAPL,150.2,151.3,148.405,148.48,147.325040805664,58867230,0.0,1.0,1
2023-02-22,0.10026584210526317,0.03317905263157894,AAPL,148.87,149.95,147.16,148.91,147.751696028902,51011305,0.0,1.0,1
2023-02-23,0.13727480952380952,0.12942166666666668,AAPL,150.09,150.34,147.24,149.4,148.237884539104,48394249,0.0,1.0,0
2023-02-24,0.11843595238095238,0.020709333333333333,AAPL,147.11,147.19,145.7202,146.71,145.56880884024,55469606,0.0,1.0,1
2023-02-27,0.15959013333333333,0.14354203333333335,AAPL,147.71,149.17,147.45,147.92,146.769396794004,44998470,0.0,1.0,0
2023-02-28,0.10962906451612903,0.0647892258064516,AAPL,147.05,149.08,146.83,147.41,146.263363854815,50546998,0.0,1.0,0
2023-03-01,0.10077823999999999,0.07451008,AAPL,146.83,147.2285,145.01,145.31,144.179698811092,55478991,0.0,1.0,1
2023-03-02,0.12153533333333333,0.09834308333333334,AAPL,144.38,146.71,143.9,145.91,144.775031680727,52279761,0.0,1.0,1
2023-03-03,0.11374385294117646,0.06760276470588235,AAPL,148.045,151.11,147.33,151.03,149.855205501612,70732297,0.0,1.0,1
2023-03-06,0.1895367435897436,0.2111473846153846,AAPL,153.785,156.3,153.46,153.83,152.633425559909,87558028,0.0,1.0,0
2023-03-07,0.14501173333333334,0.15911096666666666,AAPL,153.7,154.0299,151.13,151.6,150.420771727765,56182028,0.0,1.0,1
2023-03-08,0.10930586363636365,0.1151501818181818,AAPL,152.81,153.47,151.83,152.87,151.680892968493,47204791,0.0,1.0,0
2023-03-09,0.13860903030303032,0.13042084848484847,AAPL,153.559,154.535,150.225,150.59,149.41862806388,53833582,0.0,1.0,0
2023-03-10,0.1064375,0.163966,AAPL,150.21,150.94,147.6096,148.5,147.344885234651,68572400,0.0,1.0,1
2023-03-13,0.15436033333333332,0.18146380952380953,AAPL,147.805,153.14,147.7,150.47,149.299561489953,84457122,0.0,1.0,1
2023-03-14,0.1219795,0.1168285,AAPL,151.28,153.4,150.1,152.59,151.403070962663,73695893,0.0,1.0,1
2023-03-15,0.1518244,0.1596569,AAPL,151.19,153.245,149.92,152.99,151.79995954242,77167866,0.0,1.0,1
2023-03-16,0.09781182499999999,0.155786125,AAPL,152.16,156.46,151.64,155.85,154.63771288768,76254419,0.0,1.0,0
2023-03-17,0.17081536842105263,0.1610884736842105,AAPL,156.08,156.74,154.28,155.0,153.794324655697,98944633,0.0,1.0,1
2023-03-20,0.1067784705882353,0.07890041176470589,AAPL,155.07,157.82,154.15,157.4,156.175656134237,73641415,0.0,1.0,1
2023-03-21,0.19148536,0.17924755999999997,AAPL,157.32,159.4,156.54,159.28,158.041032459093,73938285,0.0,1.0,0
2023-03-22,0.15829995652173912,0.11817621739130436,AAPL,159.3,162.14,157.81,157.83,156.602311357475,75701811,0.0,1.0,1
2023-03-23,0.13366188571428572,0.170658,AAPL,158.83,161.5501,157.68,158.93,157.693754951806,67622060,0.0,1.0,1
2023-03-24,0.16553843333333335,0.16923916666666666,AAPL,158.86,160.34,157.85,160.25,159.003487265003,59256343,0.0,1.0,0
2023-03-27,0.13012533333333332,0.06762644444444443,AAPL,159.94,160.77,157.87,158.28,157.048811009701,52390266,0.0,1.0,0
2023-03-28,0.11877952777777777,0.061011083333333334,AAPL,157.97,158.49,155.98,157.65,156.423711496584,45992152,0.0,1.0,1
2023-03-29,0.14279287096774193,0.10291464516129033,AAPL,159.37,161.05,159.35,160.77,159.519442418686,51305691,0.0,1.0,1
2023-03-30,0.12384638709677419,0.10279761290322581,AAPL,161.53,162.47,161.271,162.36,161.097074523219,49501689,0.0,1.0,1
2023-03-31,0.16376148275862068,0.16835168965517242,AAPL,162.44,165.0,161.91,164.9,163.617317004673,68749792,0.0,1.0,1
2023-04-03,0.14572705263157895,0.15467881578947368,AAPL,164.27,166.29,164.22,166.17,164.877438245401,56976187,0.0,1.0,0
2023-04-04,0.12969709677419355,0.08760803225806452,AAPL,166.595,166.84,165.11,165.63,164.341638662729,46278295,0.0,1.0,0
2023-04-05,0.10639982051282051,0.11009951282051282,AAPL,164.74,165.05,161.8,163.76,162.486184552367,51511744,0.0,1.0,1
2023-04-06,0.08468551851851852,0.04566377777777778,AAPL,162.43,164.9584,162.0,164.66,163.379183856819,45390123,0.0,1.0,0
2023-04-10,0.06468877419354838,-0.01773990322580645,AAPL,161.42,162.03,160.08,162.03,160.76964144492,47716882,0.0,1.0,0
2023-04-11,0.10409523529411766,0.07391385294117647,AAPL,162.35,162.36,160.51,160.8,159.549209062168,47644217,0.0,1.0,0
2023-04-12,0.12585917391304347,0.12194426086956522,AAPL,161.22,162.06,159.78,160.1,158.854654047594,50133062,0.0,1.0,1
2023-04-13,0.09961427272727273,0.08402478787878788,AAPL,161.63,165.8,161.42,165.56,164.272183161272,68445649,0.0,1.0,0
2023-04-14,0.14752795,0.16536275,AAPL,164.59,166.32,163.82,165.21,163.924905653985,49386480,0.0,1.0,1
2023-04-17,0.13275985365853657,0.15532112195121953,AAPL,165.09,165.39,164.03,165.23,163.944750082973,40713618,0.0,1.0,1
2023-04-18,0.13786974193548387,0.16111864516129032,AAPL,166.1,167.41,165.65,166.47,165.175104680218,49923008,0.0,1.0,1
2023-04-19,0.16007627027027027,0.12195402702702701,AAPL,165.8,168.16,165.54,167.63,166.326081561513,47720166,0.0,1.0,0
2023-04-20,0.10653524137931035,0.09033655172413793,AAPL,166.09,167.87,165.56,166.65,165.353704541109,52456377,0.0,1.0,0
2023-04-21,0.138710625,0.16288420833333334,AAPL,165.05,166.4521,164.49,165.02,163.7363835786,58337341,0.0,1.0,1
2023-04-24,0.10471013793103448,0.10339106896551724,AAPL,165.0,165.6,163.89,165.33,164.043972227912,41949581,0.0,1.0,0
2023-04-25,0.12281672413793104,0.09031996551724139,AAPL,165.19,166.305,163.73,163.77,162.496106766861,48714063,0.0,1.0,0
2023-04-26,0.16626895454545454,0.14440768181818184,AAPL,163.055,165.28,162.8,163.76,162.486184552367,44105745,0.0,1.0,1
2023-04-27,0.14543211764705882,0.12468299999999999,AAPL,165.19,168.56,165.19,168.41,167.100014292038,64902329,0.0,1.0,1
2023-04-28,0.1355134,0.0970804,AAPL,168.49,169.85,167.8801,169.68,168.360135532765,55275851,0.0,1.0,0
2023-05-01,0.09535802941176472,0.08896417647058824,AAPL,169.28,170.45,168.64,169.59,168.27083560232,52472936,0.0,1.0,0
2023-05-02,0.14176726666666667,0.18095116666666666,AAPL,170.09,170.35,167.54,168.54,167.229003080459,48425696,0.0,1.0,0
2023-05-03,0.0682280303030303,0.08332200000000001,AAPL,169.5,170.92,167.16,167.45,166.147481700622,65136018,0.0,1.0,0
2023-05-04,0.043682056603773584,0.048526,AAPL,164.89,167.04,164.31,165.79,164.500394094632,81235427,0.0,1.0,1
2023-05-05,0.13734411864406781,0.1722620847457627,AAPL,170.975,174.3,170.76,173.57,172.219876970899,113453171,0.0,1.0,0
2023-05-08,0.10941405714285715,0.1975646857142857,AAPL,172.48,173.85,172.11,173.5,172.150421469441,55962793,0.0,1.0,0
2023-05-09,0.16937028571428572,0.13719232142857143,AAPL,173.05,173.54,171.6,171.77,170.433878361994,45326874,0.0,1.0,1
2023-05-10,0.16775428571428572,0.10059333333333334,AAPL,173.02,174.03,171.9,173.555,172.204993649158,53724501,0.0,1.0,1
2023-05-11,0.14273319047619046,0.0984777142857143,AAPL,173.85,174.59,172.17,173.75,172.398476831789,49514676,0.0,1.0,0
2023-05-12,0.11784554545454545,0.09144590909090909,AAPL,173.62,174.06,171.0,172.57,171.465788669361,45533138,0.24,1.0,0
2023-05-15,0.15799712903225804,0.10320854838709677,AAPL,173.16,173.21,171.47,172.07,170.968987983641,37266659,0.0,1.0,0
2023-05-16,0.13392428571428572,0.12626345714285714,AAPL,171.99,173.1383,171.7991,172.07,170.968987983641,42110293,0.0,1.0,1
2023-05-17,0.14439178260869565,0.11807091304347826,AAPL,171.71,172.925,170.4201,172.69,171.585020833934,57951604,0.0,1.0,1
2023-05-18,0.21358063636363636,0.14957996969696968,AAPL,173.0,175.24,172.58,175.05,173.929920070532,65496657,0.0,1.0,1
2023-05-19,0.16370827027027027,0.12462391891891893,AAPL,176.39,176.39,174.94,175.16,174.03921622139,55809475,0.0,1.0,0
2023-05-22,0.13428489655172413,0.09864496551724139,AAPL,173.98,174.71,173.45,174.2,173.085358904808,43570932,0.0,1.0,0
2023-05-23,0.1671182258064516,0.14960748387096776,AAPL,173.13,173.3794,171.275,171.56,170.462251284207,50747263,0.0,1.0,1
2023-05-24,0.16593252,0.15608344000000002,AAPL,171.09,172.4183,170.52,171.84,170.74045966821,45143488,0.0,1.0,1
2023-05-25,0.12495099999999999,0.12710875,AAPL,172.41,173.895,171.69,172.99,171.883101245366,56058258,0.0,1.0,1
2023-05-26,0.16644837037037039,0.14742637037037037,AAPL,173.32,175.77,173.11,175.43,174.307488591679,54834975,0.0,1.0,1
2023-05-30,0.15440612195121953,0.09015265853658537,AAPL,176.96,178.99,176.57,177.3,176.165523156271,55964401,0.0,1.0,0
2023-05-31,0.16170926086956522,0.1126004347826087,AAPL,177.325,179.35,176.76,177.25,176.115843087699,99313268,0.0,1.0,1
2023-06-01,0.1735687142857143,0.11050685714285714,AAPL,177.7,180.12,176.9306,180.09,178.937670982588,68901809,0.0,1.0,1
2023-06-02,0.13901355263157894,0.1333267894736842,AAPL,181.03,181.78,179.26,180.95,179.792168162026,61996913,0.0,1.0,0
2023-06-05,0.17309969811320755,0.15770460377358492,AAPL,182.63,184.951,178.035,179.58,178.430934283154,121946497,0.0,1.0,0
2023-06-06,0.15145218644067798,0.1751428305084746,AAPL,179.965,180.12,177.43,179.21,178.063301775721,64848374,0.0,1.0,0
2023-06-07,0.1907548222222222,0.19586522222222225,AAPL,178.44,181.21,177.32,177.82,176.68219586942,61944615,0.0,1.0,1
2023-06-08,0.19732318918918917,0.1696705135135135,AAPL,177.895,180.84,177.46,180.57,179.414599640879,50214881,0.0,1.0,1
2023-06-09,0.18718394285714285,0.16608254285714286,AAPL,181.5,182.23,180.63,180.96,179.802104175741,48899973,0.0,1.0,1
2023-06-12,0.1850051153846154,0.14392019230769232,AAPL,181.27,183.89,180.97,183.79,182.613996056915,54754995,0.0,1.0,0
2023-06-13,0.17469428571428572,0.1750750857142857,AAPL,182.8,184.15,182.44,183.31,182.137067398624,54929129,0.0,1.0,1
2023-06-14,0.17637266666666668,0.13598285185185185,AAPL,183.37,184.39,182.02,183.95,182.772972276346,57462882,0.0,1.0,1
2023-06-15,0.2081188,0.19544092,AAPL,183.96,186.52,183.78,186.01,184.819791101511,65433166,0.0,1.0,0
2023-06-16,0.16219933333333333,0.17497138095238093,AAPL,186.73,186.99,184.27,184.92,183.736765606642,101256225,0.0,1.0,1
2023-06-20,0.16288907142857142,0.13286546428571427,AAPL,184.41,186.1,184.41,185.01,183.826189730072,49799092,0.0,1.0,0
2023-06-21,0.15964552,0.15953808,AAPL,184.9,185.41,182.5901,183.96,182.78290829006,49515697,0.0,1.0,1
2023-06-22,0.16165140476190476,0.15180188095238095,AAPL,183.74,187.045,183.67,187.0,185.803456459237,51245327,0.0,1.0,0
